	DSInum	term_freq	word
484	4	0	deductibles
485	4	0	premiums
486	4	0	repeal and replace
487	4	0	ryan
488	4	0	construction
489	4	0	cost
490	4	0	department of homeland security
491	4	0	U.S.MexicoBorder
492	4	0	community
493	4	0	small business
494	4	0	small business confidence
495	4	0	affordable care act
496	4	0	regulations
497	4	0	small business community
498	4	0	united states economy
499	4	0	tax overhaul
500	5	1	administration
501	5	0	american energy
502	5	0	bank
503	5	0	barack obama
504	5	0	border
505	5	0	bridge
506	5	0	business
507	5	2	campaign
508	5	0	climate change
509	5	0	congress
510	5	0	conservative
511	5	0	democracy
512	5	0	democrat
513	5	0	democratic party
514	5	0	economy
515	5	0	election
516	5	0	energy
517	5	0	environment
518	5	2	government
519	5	0	hack
520	5	0	hillary clinton
521	5	0	house republican
522	5	0	immigrant
523	5	1	immigration
524	5	0	intelligence agency
525	5	0	keystone pipeline
526	5	0	lawmaker
527	5	0	leader
528	5	0	legislation
529	5	0	media
530	5	0	mexico
531	5	0	money
532	5	0	moscow
533	5	0	obamacare
534	5	0	party
535	5	1	power
536	5	0	presidency
537	5	3	president
538	5	0	president elect
539	5	0	regulation
540	5	1	republican
541	5	0	republican lawmakers
542	5	0	republican leaders
543	5	0	restriction
544	5	0	russia
545	5	0	russian
546	5	0	sanction
547	5	1	secretary
548	5	0	tax break
549	5	0	terrorist
550	5	0	transition staff
551	5	0	transpacifict partnership
552	5	0	tweet
553	5	0	twitter
554	5	0	vladimir putin
555	5	0	vote
556	5	0	voter
557	5	0	wall
558	5	0	war
559	5	1	washington
560	5	0	white house
561	5	0	hiring freeze
562	5	0	job
563	5	1	order
564	5	0	uncertainty
565	5	1	work
566	5	0	freedom caucus
567	5	0	gerrymander
568	5	0	house of representatives
569	5	0	jobs
570	5	0	executive order
571	5	0	internet user
572	5	0	sensitive information
573	5	0	internet history
574	5	0	federal communications commission
575	5	0	virtual private network
576	5	0	consumer permission
577	5	0	coal miners
578	5	0	environmental regulation
579	5	0	Middle-Eastern countries
580	5	0	emergency stay
581	5	0	our country
582	5	0	refugees
583	5	0	travel ban
584	5	0	japan
585	5	0	navarro
586	5	0	trade deficit
587	5	0	trading partners
588	5	0	military action
589	5	0	missile
590	5	0	north korea
591	5	0	nuclear testing
592	5	0	rex tillerson
593	5	0	south korea
594	5	0	threats
595	5	0	christopher steele
596	5	0	fbi
597	5	0	kremlin election involvement
598	5	0	mickhail kulagin
599	5	0	bankruptcy
600	5	0	bill
601	5	0	healthcare
602	5	0	reform
603	5	0	foreign country
604	5	0	lawful resistriction
605	5	0	public safety
606	5	0	travel
607	5	0	united states
608	5	0	american healthcare act
609	5	0	deductibles
610	5	0	premiums
611	5	0	repeal and replace
612	5	0	ryan
613	5	0	construction
614	5	0	cost
615	5	0	department of homeland security
616	5	0	U.S.MexicoBorder
617	5	0	community
618	5	0	small business
619	5	0	small business confidence
620	5	0	affordable care act
621	5	0	regulations
622	5	0	small business community
623	5	0	united states economy
624	5	0	tax overhaul
625	6	0	administration
626	6	0	american energy
627	6	0	bank
628	6	0	barack obama
629	6	0	border
630	6	0	bridge
631	6	1	business
632	6	0	campaign
633	6	0	climate change
634	6	0	congress
635	6	0	conservative
636	6	0	democracy
637	6	0	democrat
638	6	0	democratic party
639	6	0	economy
640	6	0	election
641	6	0	energy
642	6	0	environment
643	6	0	government
644	6	0	hack
645	6	0	hillary clinton
646	6	0	house republican
647	6	0	immigrant
648	6	0	immigration
649	6	0	intelligence agency
650	6	0	keystone pipeline
651	6	0	lawmaker
652	6	0	leader
653	6	0	legislation
654	6	1	media
655	6	0	mexico
656	6	2	money
657	6	0	moscow
658	6	0	obamacare
659	6	0	party
660	6	0	power
661	6	0	presidency
662	6	3	president
663	6	0	president elect
664	6	0	regulation
665	6	0	republican
666	6	0	republican lawmakers
667	6	0	republican leaders
668	6	0	restriction
669	6	0	russia
670	6	0	russian
671	6	0	sanction
672	6	1	secretary
673	6	0	tax break
674	6	0	terrorist
675	6	0	transition staff
676	6	0	transpacifict partnership
677	6	0	tweet
678	6	1	twitter
679	6	0	vladimir putin
680	6	0	vote
681	6	0	voter
682	6	0	wall
683	6	0	war
684	6	0	washington
685	6	0	white house
686	6	0	hiring freeze
687	6	0	job
688	6	1	order
689	6	0	uncertainty
690	6	0	work
691	6	0	freedom caucus
692	6	0	gerrymander
693	6	0	house of representatives
694	6	0	jobs
695	6	0	executive order
696	6	0	internet user
697	6	0	sensitive information
698	6	0	internet history
699	6	0	federal communications commission
700	6	0	virtual private network
701	6	0	consumer permission
702	6	0	coal miners
703	6	0	environmental regulation
704	6	0	Middle-Eastern countries
705	6	0	emergency stay
706	6	0	our country
707	6	0	refugees
708	6	0	travel ban
709	6	0	japan
710	6	0	navarro
711	6	0	trade deficit
712	6	0	trading partners
713	6	0	military action
714	6	0	missile
715	6	0	north korea
716	6	0	nuclear testing
717	6	0	rex tillerson
718	6	0	south korea
719	6	0	threats
720	6	0	christopher steele
721	6	0	fbi
722	6	0	kremlin election involvement
723	6	0	mickhail kulagin
724	6	0	bankruptcy
725	6	0	bill
726	6	0	healthcare
727	6	0	reform
728	6	0	foreign country
729	6	0	lawful resistriction
730	6	0	public safety
731	6	0	travel
732	6	0	united states
733	6	0	american healthcare act
734	6	0	deductibles
735	6	0	premiums
736	6	0	repeal and replace
737	6	0	ryan
738	6	0	construction
739	6	0	cost
740	6	0	department of homeland security
741	6	0	U.S.MexicoBorder
742	6	0	community
743	6	0	small business
744	6	0	small business confidence
745	6	0	affordable care act
746	6	0	regulations
747	6	0	small business community
748	6	0	united states economy
749	6	0	tax overhaul
750	7	0	administration
751	7	0	american energy
752	7	0	bank
753	7	0	barack obama
754	7	1	border
755	7	0	bridge
756	7	1	business
757	7	0	campaign
758	7	0	climate change
759	7	0	congress
760	7	0	conservative
761	7	0	democracy
762	7	0	democrat
763	7	0	democratic party
764	7	2	economy
765	7	0	election
766	7	0	energy
767	7	1	environment
768	7	0	government
769	7	0	hack
770	7	0	hillary clinton
771	7	0	house republican
772	7	0	immigrant
773	7	0	immigration
774	7	0	intelligence agency
775	7	0	keystone pipeline
776	7	0	lawmaker
777	7	0	leader
778	7	0	legislation
779	7	0	media
780	7	9	mexico
781	7	0	money
782	7	0	moscow
783	7	0	obamacare
784	7	0	party
785	7	0	power
786	7	0	presidency
787	7	4	president
788	7	0	president elect
789	7	0	regulation
790	7	0	republican
791	7	0	republican lawmakers
792	7	0	republican leaders
793	7	0	restriction
794	7	0	russia
795	7	0	russian
796	7	0	sanction
797	7	0	secretary
798	7	0	tax break
799	7	0	terrorist
800	7	0	transition staff
801	7	0	transpacifict partnership
802	7	0	tweet
803	7	1	twitter
804	7	0	vladimir putin
805	7	1	vote
806	7	0	voter
807	7	0	wall
808	7	0	war
809	7	0	washington
810	7	0	white house
811	7	0	hiring freeze
812	7	2	job
813	7	0	order
814	7	0	uncertainty
815	7	0	work
816	7	0	freedom caucus
817	7	0	gerrymander
818	7	0	house of representatives
819	7	6	jobs
820	7	0	executive order
821	7	0	internet user
822	7	0	sensitive information
823	7	0	internet history
824	7	0	federal communications commission
825	7	0	virtual private network
826	7	0	consumer permission
827	7	0	coal miners
828	7	0	environmental regulation
829	7	0	Middle-Eastern countries
830	7	0	emergency stay
831	7	0	our country
832	7	0	refugees
833	7	0	travel ban
834	7	0	japan
835	7	0	navarro
836	7	0	trade deficit
837	7	0	trading partners
838	7	0	military action
839	7	0	missile
840	7	0	north korea
841	7	0	nuclear testing
842	7	0	rex tillerson
843	7	0	south korea
844	7	0	threats
845	7	0	christopher steele
846	7	0	fbi
847	7	0	kremlin election involvement
848	7	0	mickhail kulagin
849	7	0	bankruptcy
850	7	0	bill
851	7	0	healthcare
852	7	0	reform
853	7	0	foreign country
854	7	0	lawful resistriction
855	7	0	public safety
856	7	0	travel
857	7	0	united states
858	7	0	american healthcare act
859	7	0	deductibles
860	7	0	premiums
861	7	0	repeal and replace
862	7	0	ryan
863	7	0	construction
864	7	0	cost
865	7	0	department of homeland security
866	7	0	U.S.MexicoBorder
867	7	0	community
868	7	0	small business
869	7	0	small business confidence
870	7	0	affordable care act
871	7	0	regulations
872	7	0	small business community
873	7	0	united states economy
874	7	0	tax overhaul
875	8	0	administration
876	8	0	american energy
877	8	0	bank
878	8	0	barack obama
879	8	1	border
880	8	0	bridge
881	8	1	business
882	8	1	campaign
883	8	0	climate change
884	8	2	congress
885	8	1	conservative
886	8	0	democracy
887	8	0	democrat
888	8	0	democratic party
889	8	1	economy
890	8	0	election
891	8	0	energy
892	8	1	environment
893	8	0	government
894	8	0	hack
895	8	0	hillary clinton
896	8	0	house republican
897	8	0	immigrant
898	8	2	immigration
899	8	0	intelligence agency
900	8	0	keystone pipeline
901	8	0	lawmaker
902	8	0	leader
903	8	0	legislation
904	8	0	media
905	8	4	mexico
906	8	0	money
907	8	0	moscow
908	8	1	obamacare
909	8	0	party
910	8	1	power
911	8	0	presidency
912	8	2	president
913	8	0	president elect
914	8	0	regulation
915	8	1	republican
916	8	0	republican lawmakers
917	8	0	republican leaders
918	8	0	restriction
919	8	0	russia
920	8	0	russian
921	8	0	sanction
922	8	1	secretary
923	8	0	tax break
924	8	0	terrorist
925	8	0	transition staff
926	8	0	transpacifict partnership
927	8	0	tweet
928	8	0	twitter
929	8	0	vladimir putin
930	8	0	vote
931	8	0	voter
932	8	1	wall
933	8	2	war
934	8	0	washington
935	8	0	white house
936	8	0	hiring freeze
937	8	2	job
938	8	0	order
939	8	0	uncertainty
940	8	1	work
941	8	0	freedom caucus
942	8	0	gerrymander
943	8	0	house of representatives
944	8	1	jobs
945	8	0	executive order
946	8	0	internet user
947	8	0	sensitive information
948	8	0	internet history
949	8	0	federal communications commission
950	8	0	virtual private network
951	8	0	consumer permission
952	8	0	coal miners
953	8	0	environmental regulation
954	8	0	Middle-Eastern countries
955	8	0	emergency stay
956	8	0	our country
957	8	0	refugees
958	8	0	travel ban
959	8	0	japan
960	8	0	navarro
961	8	0	trade deficit
962	8	0	trading partners
963	8	0	military action
964	8	0	missile
965	8	0	north korea
966	8	0	nuclear testing
967	8	0	rex tillerson
968	8	0	south korea
969	8	0	threats
970	8	0	christopher steele
971	8	0	fbi
972	8	0	kremlin election involvement
973	8	0	mickhail kulagin
974	8	0	bankruptcy
975	8	0	bill
976	8	0	healthcare
977	8	0	reform
978	8	0	foreign country
979	8	0	lawful resistriction
980	8	0	public safety
981	8	0	travel
982	8	0	united states
983	8	0	american healthcare act
984	8	0	deductibles
985	8	0	premiums
986	8	0	repeal and replace
987	8	0	ryan
988	8	0	construction
989	8	2	cost
990	8	0	department of homeland security
991	8	0	U.S.MexicoBorder
992	8	0	community
993	8	0	small business
994	8	0	small business confidence
995	8	0	affordable care act
996	8	1	regulations
997	8	0	small business community
998	8	0	united states economy
999	8	0	tax overhaul
1000	9	0	administration
1001	9	0	american energy
1002	9	12	bank
1003	9	0	barack obama
1004	9	0	border
1005	9	0	bridge
1006	9	1	business
1007	9	2	campaign
1008	9	0	climate change
1009	9	2	congress
1010	9	0	conservative
1011	9	0	democracy
1012	9	0	democrat
1013	9	0	democratic party
1014	9	1	economy
1015	9	1	election
1016	9	2	energy
1017	9	0	environment
1018	9	3	government
1019	9	0	hack
1020	9	0	hillary clinton
1021	9	0	house republican
1022	9	0	immigrant
1023	9	0	immigration
1024	9	0	intelligence agency
1025	9	0	keystone pipeline
1026	9	0	lawmaker
1027	9	0	leader
1028	9	0	legislation
1029	9	0	media
1030	9	0	mexico
1031	9	2	money
1032	9	0	moscow
1033	9	0	obamacare
1034	9	0	party
1035	9	2	power
1036	9	0	presidency
1037	9	0	president
1038	9	0	president elect
1039	9	0	regulation
1040	9	0	republican
1041	9	0	republican lawmakers
1042	9	0	republican leaders
1043	9	0	restriction
1044	9	0	russia
1045	9	0	russian
1046	9	0	sanction
1047	9	1	secretary
1048	9	0	tax break
1049	9	0	terrorist
1050	9	0	transition staff
1051	9	0	transpacifict partnership
1052	9	0	tweet
1053	9	0	twitter
1054	9	0	vladimir putin
1055	9	0	vote
1056	9	0	voter
1057	9	0	wall
1058	9	0	war
1059	9	1	washington
1060	9	0	white house
1061	9	0	hiring freeze
1062	9	0	job
1063	9	0	order
1064	9	0	uncertainty
1065	9	0	work
1066	9	0	freedom caucus
1067	9	0	gerrymander
1068	9	0	house of representatives
1069	9	3	jobs
1070	9	0	executive order
1071	9	0	internet user
1072	9	0	sensitive information
1073	9	0	internet history
1074	9	0	federal communications commission
1075	9	0	virtual private network
1076	9	0	consumer permission
1077	9	0	coal miners
1078	9	0	environmental regulation
1079	9	0	Middle-Eastern countries
1080	9	0	emergency stay
1081	9	0	our country
1082	9	0	refugees
1083	9	0	travel ban
1084	9	0	japan
1085	9	3	navarro
1086	9	0	trade deficit
1087	9	0	trading partners
1088	9	0	military action
1089	9	0	missile
1090	9	0	north korea
1091	9	0	nuclear testing
1092	9	0	rex tillerson
1093	9	0	south korea
1094	9	0	threats
1095	9	0	christopher steele
1096	9	0	fbi
1097	9	0	kremlin election involvement
1098	9	0	mickhail kulagin
1099	9	0	bankruptcy
1100	9	1	bill
1101	9	0	healthcare
1102	9	0	reform
1103	9	0	foreign country
1104	9	0	lawful resistriction
1105	9	0	public safety
1106	9	0	travel
1107	9	0	united states
1108	9	0	american healthcare act
1109	9	0	deductibles
1110	9	0	premiums
1111	9	0	repeal and replace
1112	9	0	ryan
1113	9	3	construction
1114	9	3	cost
1115	9	0	department of homeland security
1116	9	0	U.S.MexicoBorder
1117	9	0	community
1118	9	0	small business
1119	9	0	small business confidence
1120	9	0	affordable care act
1121	9	0	regulations
1122	9	0	small business community
1123	9	0	united states economy
1124	9	0	tax overhaul
1125	10	1	administration
1126	10	0	american energy
1127	10	0	bank
1128	10	0	barack obama
1129	10	0	border
1130	10	0	bridge
1131	10	0	business
1132	10	1	campaign
1133	10	0	climate change
1134	10	0	congress
1135	10	8	conservative
1136	10	0	democracy
1137	10	1	democrat
1138	10	0	democratic party
1139	10	0	economy
1140	10	0	election
1141	10	0	energy
1142	10	0	environment
1143	10	0	government
1144	10	0	hack
1145	10	0	hillary clinton
1146	10	0	house republican
1147	10	0	immigrant
1148	10	1	immigration
1149	10	0	intelligence agency
1150	10	0	keystone pipeline
1151	10	0	lawmaker
1152	10	1	leader
1153	10	0	legislation
1154	10	0	media
1155	10	0	mexico
1156	10	0	money
1157	10	0	moscow
1158	10	0	obamacare
1159	10	0	party
1160	10	1	power
1161	10	0	presidency
1162	10	3	president
1163	10	0	president elect
1164	10	0	regulation
1165	10	1	republican
1166	10	0	republican lawmakers
1167	10	0	republican leaders
1168	10	0	restriction
1169	10	0	russia
1170	10	0	russian
1171	10	0	sanction
1172	10	0	secretary
1173	10	0	tax break
1174	10	0	terrorist
1175	10	0	transition staff
1176	10	0	transpacifict partnership
1177	10	0	tweet
1178	10	0	twitter
1179	10	0	vladimir putin
1180	10	1	vote
1181	10	0	voter
1182	10	0	wall
1183	10	0	war
1184	10	0	washington
1185	10	0	white house
1186	10	0	hiring freeze
1187	10	0	job
1188	10	0	order
1189	10	0	uncertainty
1190	10	0	work
1191	10	0	freedom caucus
1192	10	0	gerrymander
1193	10	0	house of representatives
1194	10	0	jobs
1195	10	0	executive order
1196	10	0	internet user
1197	10	0	sensitive information
1198	10	0	internet history
1199	10	0	federal communications commission
1200	10	0	virtual private network
1201	10	0	consumer permission
1202	10	0	coal miners
1203	10	0	environmental regulation
1204	10	0	Middle-Eastern countries
1205	10	0	emergency stay
1206	10	0	our country
1207	10	0	refugees
1208	10	0	travel ban
1209	10	0	japan
1210	10	0	navarro
1211	10	0	trade deficit
1212	10	0	trading partners
1213	10	0	military action
1214	10	0	missile
1215	10	0	north korea
1216	10	0	nuclear testing
1217	10	0	rex tillerson
1218	10	0	south korea
1219	10	0	threats
1220	10	0	christopher steele
1221	10	0	fbi
1222	10	0	kremlin election involvement
1223	10	0	mickhail kulagin
1224	10	0	bankruptcy
1225	10	0	bill
1226	10	0	healthcare
1227	10	0	reform
1228	10	0	foreign country
1229	10	0	lawful resistriction
1230	10	0	public safety
1231	10	0	travel
1232	10	0	united states
1233	10	0	american healthcare act
1234	10	0	deductibles
1235	10	0	premiums
1236	10	0	repeal and replace
1237	10	0	ryan
1238	10	0	construction
1239	10	0	cost
1240	10	0	department of homeland security
1241	10	0	U.S.MexicoBorder
1242	10	0	community
1243	10	0	small business
1244	10	0	small business confidence
1245	10	0	affordable care act
1246	10	0	regulations
1247	10	0	small business community
1248	10	0	united states economy
1249	10	0	tax overhaul
1250	11	2	administration
1251	11	0	american energy
1252	11	0	bank
1253	11	0	barack obama
1254	11	0	border
1255	11	0	bridge
1256	11	0	business
1257	11	1	campaign
1258	11	0	climate change
1259	11	0	congress
1260	11	0	conservative
1261	11	1	democracy
1262	11	0	democrat
1263	11	0	democratic party
1264	11	0	economy
1265	11	2	election
1266	11	0	energy
1267	11	0	environment
1268	11	0	government
1269	11	0	hack
1270	11	0	hillary clinton
1271	11	0	house republican
1272	11	0	immigrant
1273	11	0	immigration
1274	11	0	intelligence agency
1275	11	0	keystone pipeline
1276	11	0	lawmaker
1277	11	0	leader
1278	11	0	legislation
1279	11	0	media
1280	11	0	mexico
1281	11	0	money
1282	11	2	moscow
1283	11	0	obamacare
1284	11	1	party
1285	11	0	power
1286	11	0	presidency
1287	11	6	president
1288	11	0	president elect
1289	11	0	regulation
1290	11	0	republican
1291	11	0	republican lawmakers
1292	11	0	republican leaders
1293	11	0	restriction
1294	11	4	russia
1295	11	5	russian
1296	11	0	sanction
1297	11	0	secretary
1298	11	0	tax break
1299	11	0	terrorist
